Restaurant Name,Restaurant Name Length,Address Length,Has Table Booking (binary),Has Online Delivery (binary),Aggregate rating
Najmat Lahore Restaurant,24,61,0,1,4.2
Saffron,7,52,0,1,4.1
Pizza Hut,9,38,0,0,2.4
Al Mukhtar Bakery,17,35,0,0,4.2
Aroos Damascus,14,84,0,0,4.2
Nando's,7,55,0,1,4.2
Peking Chinese Restaurant,25,69,0,1,3.8
TGI Friday's,12,66,0,1,3.9
Rajasthan Al Malaki,19,63,0,0,4.8
Applebee's,10,69,0,1,4.1
Paper Fig,9,59,0,0,4.5
Sis Burger,10,75,0,0,3.8
Crafted Blends,14,83,0,0,4.2
Jahanpanah,10,53,0,0,3.9
Rangrezz Restaurant,19,53,0,0,3.5
Time2Eat - Mama Chicken,23,43,0,0,3.6
Chokho Jeeman Marwari Jain Bhojanalya,37,61,0,0,4.0
Pinch Of Spice,14,78,0,0,4.2
MoMo Cafe,9,66,0,0,4.0
Peshawri - ITC Mughal,21,41,0,0,4.3
Taj Bano - ITC Mughal,21,41,0,0,4.0
G Thal,6,64,0,0,3.6
Dawat-e-Nawab - Radisson Blu,28,47,0,0,3.8
The Latitude - Radisson Blu,27,47,0,0,3.9
Dasaprakash Restaurant,22,51,0,0,4.1
The Charcoal Chimney,20,44,0,0,3.4
Sheroes Hangout,15,57,0,0,4.9
Bon Barbecue,12,71,0,0,3.8
Chapter 1 Cafe,14,68,0,0,3.9
Pind Balluchi,13,53,0,0,3.7
Pizza Hut,9,50,0,0,4.4
Tea'se Me - Rooftop Tea Boutique,32,56,0,0,4.2
Thaaliwala,10,55,0,0,4.1
650 - The Global Kitchen,24,96,0,0,4.2
Patang - The Revolving Restaurant,33,60,0,0,3.7
Huber & Holly,13,88,0,1,4.5
@Mango,6,43,0,0,4.1
Fozzie's Pizzaiolo,18,86,0,1,4.3
La Pino'z Pizza,15,50,0,1,4.4
Mocha,5,89,0,1,4.4
Blue -  Rooftop Cafe Restaurant Bistro,38,81,0,1,3.8
MoMo Caf�� - Courtyard By Marriott,34,67,0,0,3.6
Cryo Lab,8,81,0,0,4.6
Swati Snacks,12,40,0,0,4.4
Brick Kitchen,13,79,0,0,4.3
Kabir Restaurant,16,72,0,1,3.8
Puffizza,8,88,0,1,4.3
Cafe Alfresco,13,107,0,1,4.0
The Cafe Baraco,15,74,0,1,4.4
Nini's Kitchen,14,88,0,1,4.5
Yanki Sizzlers,14,91,0,0,4.1
The Garden Cafe - The Fern,26,60,0,0,4.1
Mazzo,5,62,0,1,3.9
Turquoise Villa,15,66,0,0,4.0
Aryan Family's Delight,22,76,0,0,3.4
Bean Here,9,67,0,0,3.3
Bikanerwala,11,53,0,0,3.2
Dewsis,6,59,0,0,3.4
Friends Forever,15,48,0,0,3.4
Hotel Ravisha Continental,25,55,0,0,3.4
KFC,3,37,0,0,3.4
McDonald's,10,46,0,0,3.3
Pind Balluchi,13,46,0,0,3.2
Pizza Hut,9,48,0,0,3.4
Subway,6,51,0,0,3.4
Tandoor Restaurant,18,51,0,0,3.2
The BrewMaster,14,44,0,0,3.3
The Tamarind Tree,17,44,0,0,3.4
Cafe El Chico,13,42,0,0,3.6
Eat On,6,68,0,0,3.7
Hot Stuff,9,54,0,0,3.5
Paradise,8,38,0,0,3.6
Sagar Ratna,11,65,0,0,3.5
Moti Mahal Delux,16,71,0,0,3.3
Makhan Fish and Chicken Corner,30,64,0,0,3.4
Charming Chicken,16,73,0,0,3.9
Ahuja Milk Bhandar,18,55,0,0,4.0
Crystal Restaurant,18,48,0,0,3.4
Brijwasi Chat Bhandar,21,43,0,0,3.6
Bubby Fish & Chicken Corner,27,53,0,0,3.5
Bon Gateau,10,47,0,0,3.4
The Yellow Chilli,17,66,0,0,3.4
La Roma Pizzeria,16,57,0,0,3.5
Sakhis Watz Kukin,17,43,0,0,3.6
The Kulcha Land,15,69,0,0,3.9
Shudh Restaurant,16,88,0,0,3.4
Bade Bhai Ka Brothers' Dhaba,28,56,0,0,3.7
Bharawan Da Dhaba,17,56,0,0,3.5
Brothers Dhaba,14,84,0,0,3.8
Brothers' Amritsari Dhaba,25,34,0,0,3.8
Gurdas Ram Jalebi Wala,22,39,0,0,4.1
Kesar Da Dhabha,15,80,0,0,4.1
Beera Chicken Corner,20,82,0,0,3.8
Surjit Food Plaza,17,69,0,0,3.5
Kanha Sweets,12,77,0,0,4.1
Kream N Krunch,14,73,0,0,3.6
Balbeer's Kitchen & Bar,23,67,0,0,3.3
Angeethi Restaurant,19,62,0,0,3.3
Domino's Pizza,14,95,0,0,3.1
Hotel Laadli,12,65,0,0,3.4
Indiana Veg Restaurant,22,47,0,0,3.4
Madhuban Restaurant - Welcome Hotel Rama International,54,72,0,0,3.4
Mauj Restaurant,15,79,0,0,3.3
Naivedya,8,43,0,0,3.4
d' Curry House,14,66,0,0,3.6
Mokoholic Juice Bar,19,69,0,0,3.5
Ashoka's Veg Restaurant,23,75,0,0,3.3
Kareem's Fine Dining,20,71,0,0,3.3
That Baat,9,69,0,0,3.4
Bhoj Restaurant,15,81,0,0,3.7
Downside Up,11,60,0,0,3.2
Kareem's Kabab & Biryani,24,84,0,0,3.4
Great Sagar Restaurant,22,49,0,0,3.3
Kailash Restaurant,18,62,0,0,3.3
Yalla Yalla,11,62,0,0,3.3
Sultans of Spice,16,77,1,1,4.1
The Fatty Bao - Asian Gastro Bar,32,67,1,1,4.7
Toit,4,65,0,0,4.8
Three Dots & A Dash,19,63,1,0,3.9
Bombay Brasserie,16,61,0,1,4.2
Glen's Bakehouse,16,42,0,0,4.0
Onesta,6,74,0,1,4.3
Onesta,6,66,0,0,4.6
ECHOES Koramangala,18,49,0,0,4.7
Truffles,8,51,0,1,4.7
The Black Pearl,15,82,1,0,4.1
Eat Street,10,83,0,1,4.3
Koramangala Social,18,66,0,0,4.5
AB's - Absolute Barbecues,25,79,0,0,4.6
Flechazo,8,86,1,0,4.4
Onesta,6,73,0,0,4.6
Communiti,9,82,0,0,4.2
Big Brewsky,11,73,1,1,4.5
Hoot,4,78,0,0,3.9
Farzi Cafe,10,66,0,0,4.4
Black N White Cafe,18,52,0,0,3.3
Maybe There,11,99,0,0,3.4
Sagar Gaire Fast Food,21,39,0,0,4.9
The Kasbah,10,76,0,0,3.9
Bake N Shake,12,49,0,0,4.2
10 Downing Street,17,56,0,0,4.0
Chi Kitchen,11,62,0,0,4.0
Pizza Hut,9,69,0,0,4.1
Kafe Kulture,12,76,0,0,3.8
Violet Hour,11,86,0,0,3.8
Bapu Ki Kutia,13,60,0,0,3.5
Da pizzeria,11,42,0,0,3.6
Papa Mexicano,13,44,0,0,3.6
Bake N Shake,12,58,0,0,4.1
Manohar Dairy And Restaurant,28,42,0,0,4.4
Manohar Dairy And Restaurant,28,65,0,0,4.1
Kebabsville - Sayaji Hotel,26,46,0,0,4.3
Indian Coffee House,19,32,0,0,3.9
The Urban Socialite,19,66,0,0,3.8
Bake N Shake,12,57,0,0,4.3
Tyre Patty,10,54,0,0,3.9
Silver Streak,13,57,0,0,4.1
Barbeque Nation,15,91,0,0,4.6
Central Perk 7,14,59,0,0,4.5
The Chicken Dinesty,19,67,0,0,3.9
Taste Of China,14,52,0,0,4.0
Michael's Kitchen,17,83,0,0,3.7
Mamma Mia - Mayfair Lagoon,26,48,0,0,4.1
99 North Restaurant,19,63,0,0,3.6
Adda,4,61,0,0,3.8
Chill Ummm,10,76,0,0,3.7
Lal Qila,8,68,0,0,3.7
Richard's Kitchen & Coffee Bar,30,55,0,0,3.8
Aangan Horizon,14,61,0,0,4.0
Brewberrys The Coffee Bar,25,37,0,0,4.0
Chai Break,10,40,0,0,4.3
JUGAAD JN.,10,44,0,0,4.1
Cha cTea,8,58,0,0,3.8
Food Fever,10,56,0,0,4.2
Mainland China,14,56,0,0,4.3
Eram Rooftop,12,69,0,0,3.5
The Night Factory,17,47,0,1,3.7
Brooklyn Central,16,71,0,0,4.2
Chili's,7,78,0,1,4.3
Kylin Experience,16,78,0,0,4.1
Mocha,5,74,0,0,4.0
Pirates of Grill,16,78,0,0,4.0
Barbeque Nation,15,42,0,0,4.5
TGI Friday's,12,42,0,0,4.3
Pal Dhaba,9,49,0,0,3.8
Midnight Chef,13,46,0,1,3.4
Nik Baker's,11,49,0,0,4.1
OvenFresh,9,49,0,0,4.1
Super Donuts,12,42,0,1,4.0
Taco Bell,9,46,0,1,4.2
Karim's,7,41,0,0,3.3
Virgin Courtyard,16,51,0,0,4.4
Burgrill,8,30,0,1,4.5
Uncle Jack's,12,30,0,0,4.0
That Madras Place,17,54,1,1,4.2
Haunted,7,64,1,1,3.8
Pantry d'or,11,62,1,1,4.4
Palmshore,9,63,1,1,4.2
Chili's,7,65,1,1,4.8
Writer's Cafe,13,70,0,1,4.2
Fusilli Reasons,15,55,0,0,4.6
Ciclo Cafe,10,46,0,0,4.1
Kaidi Kitchen,13,46,1,1,4.0
Bombay Brasserie,16,38,1,1,4.6
Maplai,6,42,1,0,4.2
Paradise,8,62,0,1,3.8
L'amandier,10,36,1,1,4.3
Palmshore,9,67,1,1,4.4
Palmshore,9,64,1,1,4.3
Basil With A Twist,18,40,1,1,4.5
Barbeque Nation,15,77,0,0,4.4
AB's - Absolute Barbecues,25,63,0,0,4.9
Coal Barbecues,14,84,0,0,4.6
Pind,4,51,1,0,4.0
Kuchi n Kream,13,72,0,1,4.6
Haribhavanam Hotel,18,41,0,0,3.9
Kites Cafe,10,82,0,1,3.8
Zucca Pizzeria,14,72,0,1,3.5
Burger Ka Baap,14,68,0,0,4.3
The Cascade Restaurant,22,74,0,1,4.1
24 Plus Cafe & Restaurant,25,54,0,0,3.8
Valarmathi Kongunaatu Samayal,29,67,0,0,4.5
Bird On Tree,12,64,0,0,3.8
Tim's Bistro,12,46,0,1,3.9
Batlivala & Khanabhoy,21,68,0,0,4.2
Cafe Totaram,12,66,0,1,4.0
Cream Centre,12,119,0,0,4.0
On The Go,9,59,0,0,4.0
Sree Annapoorna,15,46,0,0,4.3
That's Y Food,13,73,0,0,4.2
CakeBee,7,42,0,1,4.9
Yari,4,56,0,0,4.2
Cream Stone,11,85,0,0,4.3
Barbeque Nation,15,85,0,0,4.4
The Punjabi Essence Restaurant,30,59,0,0,3.6
Tirupati Restaurant,19,70,0,0,3.8
Anandam,7,62,0,0,3.9
Town Table Restaurant,21,48,0,0,3.9
Kalsang Friends Corner,22,84,0,0,4.2
The Great Indian Pub,20,38,0,0,4.9
BMG - All Day Dining,20,36,0,0,4.3
Punjab Grill,12,29,0,0,4.0
TBistro,7,49,0,0,3.8
Y Cafe & Restaurant,19,80,0,0,4.0
Eddie's Patisserie,18,70,0,0,4.1
First Gear Cafe,15,45,0,0,3.9
Dunkin Donuts,13,50,0,0,3.9
Doon Darbar,11,40,0,0,3.9
Razzmatazz,10,53,0,0,3.9
Barbeque Nation,15,46,0,0,4.4
Black Pepper Restaurant,23,45,0,0,4.0
Cafe Marigold,13,60,0,0,4.1
Jalapenos,9,64,0,0,4.2
Kalsang AMA Cafe,16,68,0,0,4.2
Desire Foods,12,76,0,0,2.9
Knight Rock,11,77,0,0,2.8
Punjab Restaurant,17,66,0,0,2.8
Raju Dhaba,10,66,0,0,2.9
Rakheja Bakery,14,66,0,0,2.8
Snax Points,11,76,0,0,3.0
Aggarwal Sweet Corner,21,54,0,0,0.0
Kashyap Vaishno Dhaba,21,64,0,0,0.0
Total Food Court,16,64,0,0,0.0
The Chaiwalas,13,66,0,0,0.0
Cafe And More,13,66,0,0,2.9
Green Chick Chop,16,89,0,0,3.0
Kolkata Hot Kathi Rolls,23,62,0,0,2.9
Aapki Rasoi,11,66,0,0,0.0
Fusion Food Corner,18,70,0,0,0.0
Punjabi Rasoi,13,52,0,0,0.0
Kebab Xpress,12,65,0,1,2.8
McDonald's,10,59,0,0,3.4
Suruchi,7,57,0,0,3.4
Berco's,7,63,0,1,3.8
Dunkin' Donuts,14,74,0,1,3.6
The Chocolate Room,18,57,0,1,3.6
Baskin Robbin,13,56,0,0,0.0
Popcorn Fusion,14,42,0,0,0.0
Subway,6,38,0,0,0.0
KFC,3,66,0,1,2.1
Barbeque Nation,15,53,0,0,4.0
Yo! China,9,58,0,1,4.1
Giani's,7,70,0,0,3.2
Momo-Cha,8,38,0,1,2.7
Shree Rathnam,13,58,0,1,3.4
Mirage Restro Bar,17,62,1,0,2.4
Jai Jagannath Hotel,19,45,0,0,0.0
Gelato Vinto,12,50,0,0,2.8
Maggi Point,11,52,0,0,0.0
Angaar,6,80,1,0,0.0
TcozY,5,80,0,0,0.0
The Retriever,13,80,1,0,0.0
Bangali Sweets & Restaurant,27,51,0,0,0.0
Silver,6,59,1,0,0.0
Chill 'N Grill,14,47,0,0,0.0
Punjabi Restaurant,18,41,0,0,0.0
Standard Chicken Point,22,40,0,0,0.0
The Grillz & Gravy,18,20,0,0,0.0
Cakes 'n Bakes - Park Plaza,27,45,0,0,3.0
Cafe Bite,9,50,0,0,3.2
Cafe Light,10,70,0,0,2.8
Little Cafe,11,70,0,0,0.0
Momo-Cha,8,47,0,0,2.8
Oregano India,13,62,0,0,3.1
Sagar Bakery,12,48,0,0,3.0
Smugglers,9,52,0,1,3.1
Welcome,7,26,1,0,2.9
Giani's,7,20,0,0,0.0
Invitation,10,56,0,0,0.0
New Dilight,11,29,0,0,0.0
Chimney,7,47,1,1,3.3
Chopstick,9,30,0,0,3.0
Hot & Tasty Chinese Food,24,36,0,0,2.6
Sanjha Chulha,13,43,0,1,2.9
Frontier,8,55,0,0,2.9
Oxy Lounge,10,56,1,1,3.1
City Dhaba,10,41,0,0,0.0
Garam Masala,12,58,0,0,0.0
Mittal Fast Food,16,35,0,0,0.0
Al Bake,7,42,0,1,3.2
Anupam Sweet,12,46,0,0,3.4
Cafe Coffee Day,15,63,0,0,3.3
Chicago Pizza,13,51,0,0,2.7
Crispy Crust,12,65,0,1,3.4
Frontier,8,41,0,0,3.3
Gulab,5,42,0,1,2.6
Hunger Cure Express,19,33,0,0,3.3
Maitre Patissier,16,25,0,0,3.4
Momo-Cha,8,43,0,0,2.7
Nirula's,8,58,0,0,2.6
The Grub House,14,41,0,0,2.7
Twenty Four Seven,17,29,0,0,3.4
Cafe Parmesan,13,48,0,0,4.5
Briosca,7,42,0,1,3.6
Burger Point,12,30,0,1,3.5
Cafe Grub Up,12,52,1,0,3.8
Cakes At Bhawanas,17,36,0,0,3.5
Chaudhary Bhojnalaya,20,33,0,0,3.6
Chickenette,11,42,0,0,3.7
Giani,5,41,0,0,3.6
Green Chick Chop,16,38,0,0,3.5
Hash Stix,9,30,0,0,3.6
Juice On Go,11,68,0,0,3.5
Keventers,9,60,0,0,3.6
MD's Kebabs & Curries,21,70,0,1,3.8
Perfect Bake,12,41,0,0,3.5
Perfect Bake,12,41,0,0,3.6
Sethi's Delicacy,16,41,0,0,3.8
Subway,6,41,0,0,3.5
Caf�� Bogchi,12,58,0,1,4.1
Ashoka Restaurant,17,33,0,0,2.9
Baskin Robbins,14,48,0,1,2.9
China Hot Pot,13,43,0,0,2.5
Handi Chhadeyan Di,18,59,0,0,3.1
Hungrill,8,61,0,0,3.0
Kant Khana Khazana,18,38,0,0,3.4
Open Yard,9,44,1,0,3.3
Recipe Badshah,14,42,0,0,3.1
The Chai Cafe,13,43,0,0,3.1
Apna Restaurant,15,44,0,0,0.0
Chaudhary Chaap & Chinese,25,43,0,0,0.0
Chings Chinese,14,53,0,0,0.0
Food On Wheels,14,55,0,0,0.0
Gulshan Hotel,13,47,0,0,0.0
Maa Kali Foods,14,41,0,0,0.0
The Street Kitchen,18,48,0,0,0.0
United Kitchen,14,52,0,0,0.0
Eat N Treat,11,38,0,0,2.8
Hotel Ekant,11,29,0,0,2.7
Momo-Cha,8,62,0,1,2.7
Paradise Inn,12,69,0,0,2.7
Red Chilli,10,54,0,0,2.8
Shiv Restaurant,15,44,0,0,2.7
Sohan Sweets & Namkeen,22,31,0,0,3.2
The Binge Box Cafe,18,50,0,0,3.4
Tmos Moving Feast,17,38,0,1,3.3
Tmos Cafe Corner,16,43,1,1,0.0
Parkash Dhaba,13,42,0,0,3.0
Sanjha Chulha,13,45,0,1,3.3
Hareram Bikanerzaika,20,87,0,0,2.8
Kulcha Paaji,12,42,0,0,3.1
Shree Bikaner Misthan Bhandar,29,28,0,0,2.8
"The Hub - Gourmet, Bakers & More",32,86,0,0,3.0
Anand Dhaba,11,47,0,0,0.0
Bikaneri Sweets & Restaurant,28,72,0,0,0.0
Delicieux Ice Cream Rolls,25,55,0,0,0.0
Flying Tandoor,14,48,0,0,0.0
Food Station,12,71,0,0,0.0
Grub Hub,8,85,0,0,0.0
Punjabi Chulha,14,41,0,0,0.0
Purani Dilli Da Swad,20,48,0,0,0.0
The BBQ Garden,14,28,1,0,0.0
The Chaiwalas,13,76,0,0,0.0
Funk House Cafe,15,61,0,1,2.6
Shiksha Fast Food,17,54,0,0,2.9
Hungry Head,11,54,0,0,0.0
Tandoori Hut,12,69,0,0,0.0
Lalit Kathi Rolls Momos,23,38,0,0,3.1
Tamasha In Tafree,17,49,0,0,0.0
Oh My!,6,64,0,0,0.0
Butter & Grace,14,51,0,1,3.1
Green Chick Chop,16,45,0,0,3.1
Snacks Bar,10,40,0,0,2.9
Ahata,5,33,0,0,0.0
Fritrolla,9,67,0,0,0.0
KitchenYard,11,90,0,0,0.0
Meghansh Bakery,15,28,0,0,0.0
Oh My !,7,61,0,0,0.0
The Dark Hour - Kitchen,23,51,0,0,0.0
Anupama Sweets & Family Restaurant,34,71,0,1,2.7
Shree Rathnam,13,66,0,0,2.7
Bikaner Misthan Bhandar,23,66,0,0,0.0
King's Kitchen,14,56,0,0,0.0
Muradabadi Chicken Biryani Corner,33,93,0,0,0.0
The Black Kettle,16,66,0,0,0.0
Desi Tadka,10,47,0,0,3.0
Destination Live,16,34,1,0,3.3
Kay's Bake Land,15,37,0,0,3.1
Kay's Food Land,15,47,0,0,3.1
Laziz Restaurant,16,48,0,0,2.8
Le Chef Restro Bar,18,93,1,0,2.7
Republic of Chicken,19,38,0,0,3.1
Tanishka Restaurant & Caterers,30,42,0,0,2.9
The Tandoori Times,18,48,0,0,2.7
Twist of Italy,14,37,0,0,3.6
Aggarwal Sweets And Caterers,28,61,0,0,0.0
Biryani Bot,11,33,0,0,0.0
Caf�� Kitchen,13,42,0,0,0.0
Evergreen Sweets & Restaurant,29,42,0,0,0.0
Magic Spice Wok,15,42,0,0,0.0
Magical Momos,13,33,0,0,0.0
Sam's Bake Shop,15,43,0,0,0.0
Shri Bikaner Misthan Bhandar,28,56,0,0,0.0
Tasty Dhaba Family Restaurant,29,93,0,0,0.0
U & I,5,40,0,0,0.0
Cravings,8,97,0,0,3.0
Evergreen Tandoori Night,24,50,0,0,0.0
Prelibato,9,62,0,0,0.0
Aravali Owls,12,47,0,0,0.0
Chicken Inn Family Meat Shop,28,47,0,0,0.0
Mother's Kitchen,16,86,0,0,0.0
Domino's Pizza,14,72,0,0,2.9
Green Chick Chop,16,73,0,0,3.1
Punjabi Culture,15,45,0,0,2.9
Three Olives,12,47,0,0,2.9
Aggarwal's Bikaner Mishthan Bhandar,35,58,0,0,0.0
Aravalli Owls,13,49,0,0,0.0
Chatny Delight,14,47,0,0,0.0
Harmann Restaurant,18,55,0,0,0.0
Kulcha King,11,99,0,0,0.0
Royal Bakers,12,54,0,0,0.0
Touch of Spice,14,68,0,0,0.0
Hunger Cure,11,41,0,0,3.2
Sanjha Chulha,13,37,0,1,2.5
Queens Cakes,12,80,0,0,3.5
Sri Meenakshi South Indian Food,31,33,0,0,0.0
Sardar A Pure Meat Shop,23,78,0,0,0.0
Invitation Restaurant,21,40,0,1,2.7
Kaushik Bakery,14,48,0,0,3.0
Rama Vaishnav Bhojnalaya,24,42,0,0,3.0
Shiv Saras Vyanjan,18,48,0,0,2.9
Shree Bikaner Misthan Bhandar,29,36,0,0,3.0
Shree Bikaner Misthan Bhandar,29,36,0,0,3.1
Standard Family Restaurant,26,36,0,0,2.9
The Hunger End,14,46,0,0,3.0
Pizza Express,13,42,0,0,0.0
Anupam Sweets & Restaurant,26,63,0,1,3.0
Caramel,7,40,0,0,2.9
Chaska Restaurant,17,57,0,0,3.2
Club Pizzeria,13,73,0,1,3.4
Gupha,5,55,0,0,2.9
Indian Gourmet,14,41,0,0,3.0
Tandoori Zaaika's,17,45,0,1,3.2
TCD Cake & Bake,15,63,0,0,3.1
The Grill Darbar,16,57,0,0,3.3
Urban Cuisine,13,65,0,1,3.4
Mister Mughal,13,65,0,1,3.5
The Hub,7,32,0,0,3.1
Bake Your Dreamz,16,19,0,0,0.0
Green Chilly Chinese Food,25,47,0,0,0.0
Mom's Kitchen,13,41,0,0,0.0
The Baking Treats N More,24,24,0,0,0.0
Twin Brothers,13,57,0,0,0.0
Aggarwal Sweets Centre,22,65,0,0,2.9
Bawarchi,8,65,0,0,3.0
D ART of Flavour,16,64,0,0,2.8
Italia Cafe by Aura,19,59,0,0,2.8
Pizza Street,12,63,0,1,2.6
Rock Cafe,9,76,0,0,3.0
Sardaar Ji Chaap & Rolls,24,73,0,0,3.1
Spice Wok,9,69,0,0,3.1
Vrindavan Sweets & Restaurant,29,64,0,0,3.0
Yummy Cake,10,69,0,0,3.0
Bikaner Sweets & Bakers,23,62,0,0,0.0
Burger Xpress,13,45,0,0,0.0
Da Pizza Zone,13,68,0,0,0.0
Finger Licious,14,84,0,0,0.0
Med E Taste,11,69,0,0,0.0
Punjabii Tandoor,16,49,0,0,0.0
Shankar Sweets,14,88,0,0,0.0
Tasty Bites,11,58,0,0,0.0
The Street- Curries & Grills,28,49,0,0,0.0
Bakers Delight - The Atrium,27,60,0,0,3.0
On The Rocks - The  Atrium,26,60,1,0,3.1
World Cafe - Vibe by The LaLiT Traveller,40,55,1,0,3.3
Chaudhary Ke Mashhoor Paranthe,30,45,0,0,2.8
Thakur Bakers,13,64,0,0,3.0
FoodByMom,9,40,0,1,3.6
Mr. Brown,9,85,0,1,3.9
Mitalis Kitchen,15,79,0,0,0.0
The Big Scoop,13,65,0,0,0.0
9 Mars Lounge,13,74,1,0,2.5
Barista,7,64,0,1,3.4
Baskin Robbins,14,61,0,1,3.3
Burger King,11,73,0,1,3.4
Cafe Coffee Day,15,61,0,0,3.2
Chinese X'Press,15,82,0,0,2.9
Cinch,5,46,1,0,2.6
Costa Coffee,12,61,0,0,3.3
Domino's Pizza,14,58,0,0,3.2
Dosa X'press,12,58,0,0,3.0
Kebab Xpress,12,61,0,0,2.7
Let's Noodle,12,65,0,1,2.6
McDonald's,10,38,0,1,3.3
Mx Corn,7,49,0,0,3.1
Dunkin' Donuts,14,53,0,1,3.6
Haldiram's,10,64,0,0,3.6
Pind Balluchi,13,71,1,1,1.8
Maini Restaurant,16,38,0,0,3.3
The Dosa King,13,74,0,1,3.2
Baba Au Rhum,12,28,0,0,4.5
Burger Factory,14,60,0,0,4.8
Club Cubana,11,39,0,0,4.4
Curlies,7,25,0,0,3.5
La Plage,8,68,0,0,4.6
St. Anthony's,13,42,0,0,3.8
Britto's Bar & Restaurant,25,33,0,0,4.3
Fat Fish,8,52,0,0,4.2
Martin's Corner,15,34,0,0,4.4
Infantaria,10,46,0,0,3.7
Souza Lobo,10,31,0,0,4.3
Fisherman's Cove,16,46,0,0,3.8
Calamari,8,57,0,0,4.2
The Fisherman's Wharf,21,40,0,0,4.6
LPK Waterfront,14,41,0,0,3.7
Ritz Classic,12,52,0,0,4.5
The Black Sheep Bistro,22,51,0,0,4.7
Cafe Al Fresco by Cantina Bodega,32,53,0,0,4.3
The Fisherman's Wharf,21,41,0,0,4.4
Antares,7,40,0,0,4.2
K Lab,5,65,0,0,3.4
Pind Balluchi,13,79,1,1,2.7
Punjab Grill,12,33,1,1,4.3
Zambar,6,33,1,1,4.0
Cakes & More,12,56,0,0,3.0
Kwality Wall's Swirl's,22,52,0,0,3.0
Yo! Dimsum,10,52,0,0,3.0
Mx Corn,7,52,0,0,0.0
Red,3,40,0,1,3.0
Rocketchefs,11,37,0,1,3.1
The Fresh Chicken Store,23,46,0,0,2.9
Achoos Food Corner,18,57,0,0,0.0
Aha Bites,9,66,0,0,0.0
Ancient Spice,13,19,0,0,0.0
Chimney - The Takeaway,22,36,0,0,0.0
Costa Coffee,12,62,0,0,0.0
Good to Go,10,28,0,1,0.0
Gopi Sweets & Caters,20,57,0,0,0.0
Late Night Food,15,19,0,0,0.0
Lavi Foji Dhaba,15,50,0,0,0.0
Narayan Fast Food Home,22,57,0,0,0.0
OMG Kitchenz,12,51,0,0,0.0
OMG Tiffinz,11,65,0,0,0.0
Sardarji Chicken Point,22,47,0,0,0.0
Solty Hotel,11,41,0,0,0.0
Tanishk Gourmet Indian,22,46,0,0,0.0
The Burger Chef,15,39,0,0,0.0
Club Tokyo - Best Western Skycity Hotel,39,70,1,0,2.8
Lattitude - Skycity Hotel,25,71,1,0,2.9
Bisque Bakery,13,45,0,1,3.9
Behrouz Biryani,15,18,0,1,3.4
Domino's Pizza,14,52,0,0,3.4
Giani,5,52,0,1,3.4
PizzaVito,9,59,1,1,3.3
Shawarma House,14,48,0,1,3.4
Subway,6,50,0,1,2.5
Asian Bistro,12,54,1,1,3.8
BBQ Factory,11,61,1,1,3.9
Faaso's,7,68,0,1,3.6
Chaayos,7,49,0,1,4.3
Mosaic - Country Inn & Suites,29,51,1,0,3.8
60 ML - Country Inn & Suites by Carlson,39,75,1,0,3.0
Mosaic - Country Inn & Suites by Carlson,40,75,1,0,3.5
Big Shot Bar - Country Inn & Suites,35,67,1,0,3.5
Mosaic - Country Inn & Suites By Carlson,40,76,1,0,3.4
Downtown Kitchen & Bar - Courtyard by Marriott,46,69,0,0,3.2
Courtyard Grill - Courtyard by Marriott,39,69,0,0,0.0
Di Ghent Boulangerie,20,61,0,0,3.9
Khyen Chyen,11,74,1,1,3.7
The Pint Room,13,49,1,0,3.7
Tughlaq,7,59,0,1,3.5
Big Wong XL,11,66,1,1,4.0
Bunker,6,52,1,0,4.2
Culture Cafe,12,49,1,1,4.2
Nowhere Terrace Brewpub Cafe,28,65,1,0,4.1
Cafe G - Crowne Plaza,21,38,1,0,3.9
Wildfire - Crowne Plaza,23,52,1,0,3.7
Isabella,8,68,0,1,2.8
Fatburger,9,50,1,1,3.3
Burma Burma,11,77,1,0,4.6
Pier 38,7,48,0,0,4.6
Yum Yum Cha,11,34,0,0,4.5
Amici Cafe,10,57,1,1,3.7
Au Bon Pain,11,70,0,1,3.7
California Pizza Kitchen,24,38,1,1,3.7
Chai Point,10,39,0,1,3.7
Cherry Comet,12,69,0,1,3.6
Circus,6,34,1,0,3.9
Dunkin' Donuts,14,49,0,1,3.8
Holy Smoke,10,50,1,0,3.6
Italiano,8,34,1,0,3.6
Krispy Kreme,12,55,0,1,3.9
Not Just Paranthas,18,55,0,0,3.6
Oh! Calcutta,12,76,1,1,3.8
Olive Bistro,12,55,1,0,3.9
Pita Pit,8,54,0,1,3.9
Raasta,6,45,1,1,3.8
Red Mango,9,54,0,1,3.6
Rred Hot Asian Bistro,21,50,1,1,3.5
Smaaash,7,34,0,0,3.9
Starbucks,9,48,0,0,3.9
Sutra Gastropub,15,43,0,0,3.8
Taco Bell,9,34,0,1,3.8
The People & Co.,16,37,1,0,3.7
Theobroma,9,48,0,1,3.8
Wendy's,7,73,0,1,3.9
The Wine Company,16,34,1,0,2.4
Cafe Delhi Heights,18,57,0,0,4.0
Cyber Hub Social,16,34,1,1,4.3
Delifrance - The France Cafe Bakery,35,57,1,1,4.0
Dhaba By Claridges,18,45,1,1,4.0
Farzi Cafe,10,53,0,0,4.3
Hard Rock Cafe,14,61,1,0,4.1
Instapizza,10,56,1,1,4.0
Made In Punjab,14,53,1,0,4.0
Nando's,7,34,1,1,4.0
